Age,Workclass,Fnlwgt,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Capital_gain,Capital_loss,HoursPerWeek,NativeCountry
42,Private,198096,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States
42,Local-gov,177937,13,Divorced,Prof-specialty,Not-in-family,White,1,0,0,50,
53,Federal-gov,181677,10,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States
40,State-gov,26598,13,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,United-States
31,Local-gov,213307,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States
42,Private,26672,11,Never-married,Adm-clerical,Not-in-family,White,0,0,0,60,United-States
20,Self-emp-not-inc,197207,9,Divorced,Sales,Not-in-family,White,0,0,0,30,United-States
53,State-gov,77651,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
27,Private,367390,10,Never-married,Craft-repair,Unmarried,White,1,0,0,50,United-States
34,,24504,9,Never-married,,Not-in-family,White,1,0,0,40,United-States
46,Private,191389,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,28,United-States
40,Private,32627,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,60,United-States
39,Local-gov,112284,14,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States
41,,254630,11,Divorced,,Not-in-family,White,1,0,0,80,United-States
20,Private,107801,12,Never-married,Other-service,Own-child,White,0,0,2205,18,United-States
32,Private,313729,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
26,Private,176729,13,Never-married,Craft-repair,Not-in-family,White,1,0,0,45,United-States
65,Self-emp-inc,210381,13,Married-civ-spouse,Exec-managerial,Husband,White,1,99999,0,65,United-States
65,,273569,9,Widowed,,Unmarried,White,1,0,0,40,United-States
57,Private,174353,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,United-States
29,Private,250679,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States
27,Private,223751,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,45,United-States
38,Private,85244,13,Separated,Craft-repair,Not-in-family,White,1,0,0,40,United-States
47,Private,23545,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
28,Private,197905,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States
45,Private,45857,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,28,United-States
43,Private,320277,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
47,Self-emp-inc,168191,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
30,Private,373914,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
33,Private,319854,13,Separated,Prof-specialty,Not-in-family,White,1,4650,0,35,United-States
27,Private,132686,8,Never-married,Machine-op-inspct,Own-child,White,1,0,0,50,United-States
57,Private,74156,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,30,United-States
18,Private,37720,6,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,United-States
28,Local-gov,168524,14,Married-civ-spouse,Prof-specialty,Wife,White,0,7688,0,35,United-States
60,Private,152369,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States
21,Private,223811,11,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States
35,Self-emp-inc,65624,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
26,Private,214303,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,50,United-States
47,Local-gov,216657,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,35,United-States
48,Private,187715,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,46,United-States
46,Private,394860,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States
55,Private,359972,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1887,40,United-States
48,Private,229846,11,Divorced,Other-service,Not-in-family,White,0,0,0,40,
38,Private,412296,9,Divorced,Craft-repair,Own-child,White,1,0,0,28,United-States
43,Federal-gov,195897,9,Married-civ-spouse,Farming-fishing,Husband,White,1,7298,0,40,United-States
23,Private,184665,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,50,United-States
36,Private,325374,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
65,Private,170012,13,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,34,United-States
33,Self-emp-not-inc,281030,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,94,United-States
48,Private,118717,13,Divorced,Prof-specialty,Not-in-family,Black,0,0,0,40,United-States
27,Private,174419,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States
32,Private,154571,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,1,0,0,40,
22,Private,59184,12,Never-married,Adm-clerical,Not-in-family,White,1,0,0,45,United-States
23,Private,45834,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,50,United-States
20,Private,115824,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,1573,40,United-States
48,Self-emp-not-inc,309895,10,Divorced,Handlers-cleaners,Own-child,White,0,0,0,40,United-States
33,Private,34975,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
33,Private,99339,12,Divorced,Adm-clerical,Not-in-family,White,0,0,880,40,United-States
32,Local-gov,100135,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States
32,Private,182975,10,Never-married,Tech-support,Not-in-family,White,0,0,0,20,United-States
29,Self-emp-inc,260729,9,Married-civ-spouse,Sales,Wife,White,0,0,1977,25,United-States
52,Private,310045,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,0,0,0,30,China
39,Private,52978,10,Divorced,Other-service,Not-in-family,White,0,0,1721,55,United-States
26,Private,159732,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,52,United-States
40,Private,558944,4,Never-married,Farming-fishing,Own-child,White,1,0,0,40,United-States
47,Private,140045,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,United-States
31,State-gov,124020,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
19,Private,389143,10,Never-married,Sales,Own-child,White,1,0,0,40,United-States
19,Private,168601,7,Never-married,Other-service,Other-relative,White,1,0,0,30,United-States
54,Private,288992,6,Divorced,Prof-specialty,Unmarried,White,1,14344,0,68,United-States
46,Self-emp-not-inc,82572,9,Widowed,Other-service,Other-relative,White,0,0,0,40,United-States
37,Private,189878,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
22,Private,194723,13,Never-married,Adm-clerical,Own-child,White,0,0,0,10,United-States
30,Private,116508,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Germany
39,Private,187046,9,Married-civ-spouse,Sales,Husband,White,1,4064,0,38,United-States
54,Private,329266,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,44,United-States
57,Self-emp-inc,376230,14,Married-civ-spouse,Sales,Husband,White,1,99999,0,40,United-States
61,Private,154600,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,4,United-States
18,Private,156764,7,Never-married,Other-service,Own-child,White,1,0,0,40,United-States
21,Private,77759,10,Never-married,Sales,Own-child,White,0,0,0,15,United-States
53,Private,233165,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States
74,Private,145463,2,Widowed,Priv-house-serv,Not-in-family,Black,0,0,0,15,United-States
37,Private,289886,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,1,0,0,30,Vietnam
29,Private,244566,9,Divorced,Machine-op-inspct,Unmarried,White,1,0,0,40,United-States
52,Self-emp-not-inc,42984,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,70,United-States
26,Private,176795,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States
57,Private,31532,13,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States
55,Self-emp-not-inc,98361,9,Never-married,Craft-repair,Own-child,White,1,0,0,35,United-States
21,Private,136873,10,Never-married,Prof-specialty,Own-child,White,1,0,0,10,United-States
33,Private,339482,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
33,Private,119176,10,Widowed,Adm-clerical,Unmarried,White,0,0,0,40,United-States
50,Self-emp-inc,195322,16,Separated,Prof-specialty,Not-in-family,White,1,0,0,40,United-States
45,Private,216932,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
47,Private,159550,9,Divorced,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States
21,Private,283757,10,Never-married,Sales,Own-child,White,1,0,0,40,United-States
24,Private,235894,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States
37,Private,162494,13,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
60,,24215,6,Divorced,,Not-in-family,Amer-Indian-Eskimo,0,0,0,10,United-States
25,Private,111058,10,Never-married,Adm-clerical,Not-in-family,White,1,0,1980,40,United-States
51,Self-emp-inc,98642,9,Divorced,Exec-managerial,Not-in-family,White,1,14084,0,40,United-States
68,Self-emp-not-inc,261897,6,Widowed,Farming-fishing,Unmarried,White,1,0,0,20,United-States
62,Local-gov,223637,9,Divorced,Other-service,Not-in-family,Black,0,0,0,35,United-States
50,State-gov,229272,9,Married-civ-spouse,Craft-repair,Husband,Black,1,0,0,40,United-States
39,Private,136081,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,2051,40,United-States
20,Private,140001,10,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States
18,Private,167979,7,Never-married,Sales,Own-child,White,1,0,0,15,United-States
61,Private,172037,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States
30,Private,176175,11,Divorced,Adm-clerical,Unmarried,White,0,0,0,24,United-States
62,Federal-gov,177295,9,Widowed,Adm-clerical,Unmarried,White,0,0,0,40,United-States
36,Private,222294,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,0,0,0,40,United-States
20,Private,33551,9,Never-married,Transport-moving,Own-child,White,1,0,0,40,United-States
33,Private,594187,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States
37,Private,26898,9,Divorced,Exec-managerial,Unmarried,White,0,0,0,12,United-States
46,Federal-gov,212120,11,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
38,Private,97083,10,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,0,40,United-States
18,Private,391585,9,Never-married,Machine-op-inspct,Other-relative,White,0,0,0,40,United-States
44,Private,152150,12,Separated,Exec-managerial,Not-in-family,White,1,0,0,40,United-States
17,,151141,6,Never-married,,Own-child,White,1,0,0,30,United-States
58,Private,100960,5,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
72,Private,268861,4,Widowed,Other-service,Not-in-family,White,0,0,0,99,
35,Private,93034,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,1,0,0,40,Cambodia
52,Private,49243,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
57,Private,301514,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
34,Private,169527,10,Married-civ-spouse,Sales,Wife,White,0,4386,0,20,United-States
41,Local-gov,208174,14,Divorced,Prof-specialty,Unmarried,White,0,0,0,55,United-States
37,Private,179731,9,Never-married,Other-service,Unmarried,White,0,0,0,35,United-States
40,Private,192259,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,35,United-States
55,Private,135803,13,Married-civ-spouse,Exec-managerial,Husband,Other,1,0,1579,35,India
33,Private,180656,10,Married-spouse-absent,Craft-repair,Not-in-family,White,1,0,0,40,
27,Private,200227,11,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,0,40,United-States
27,Self-emp-not-inc,328518,11,Never-married,Prof-specialty,Other-relative,White,1,0,0,30,United-States
30,Private,118056,10,Married-spouse-absent,Exec-managerial,Unmarried,White,0,0,0,45,United-States
29,Private,251905,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
21,Private,99199,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,32,United-States
20,Private,217807,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,35,United-States
17,Private,167658,8,Never-married,Sales,Own-child,White,0,0,0,6,United-States
56,Local-gov,170217,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
24,Private,172496,13,Never-married,Sales,Not-in-family,White,1,0,0,30,United-States
40,Federal-gov,171231,13,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,Puerto-Rico
24,Private,249909,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,50,United-States
19,Private,101549,10,Never-married,Other-service,Own-child,White,1,0,0,15,United-States
46,Local-gov,65535,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States
36,Private,195516,9,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States
52,Private,156953,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
46,Private,54985,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,1887,40,United-States
57,Private,182677,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,4508,0,40,South
23,Private,195411,9,Never-married,Adm-clerical,Unmarried,Black,0,0,0,40,United-States
25,Private,109872,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,45,United-States
40,Private,163434,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
34,Private,175413,12,Divorced,Sales,Unmarried,Black,0,0,0,45,United-States
45,Private,187666,11,Widowed,Exec-managerial,Not-in-family,White,0,0,0,45,United-States
37,Private,64922,13,Separated,Other-service,Not-in-family,White,1,0,0,70,England
54,Local-gov,224934,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
46,Private,117849,10,Married-civ-spouse,Sales,Husband,White,1,15024,0,40,United-States
19,Self-emp-not-inc,67929,10,Never-married,Farming-fishing,Own-child,White,1,0,0,50,United-States
31,Private,72630,13,Never-married,Exec-managerial,Not-in-family,White,1,14084,0,50,United-States
25,Private,35854,10,Married-spouse-absent,Sales,Unmarried,White,0,0,0,40,United-States
23,Private,380281,12,Never-married,Other-service,Own-child,White,1,0,0,25,Columbia
54,Self-emp-inc,124963,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
50,Private,129673,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,50,United-States
31,Local-gov,175778,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States
43,Private,316183,4,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
23,Private,87528,13,Never-married,Sales,Not-in-family,White,0,0,0,45,United-States
21,Private,265434,10,Never-married,Prof-specialty,Own-child,White,0,0,0,30,United-States
21,Private,243368,1,Never-married,Farming-fishing,Not-in-family,White,1,0,0,50,Mexico
57,Self-emp-not-inc,84231,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,48,United-States
22,,121070,10,Never-married,,Own-child,White,1,0,0,35,United-States
37,Private,76893,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
39,Private,139012,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,1,0,0,40,Philippines
33,Private,1161363,10,Separated,Tech-support,Unmarried,White,0,0,0,50,Columbia
31,Private,103435,13,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
39,Private,183892,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
46,Private,279196,13,Never-married,Craft-repair,Not-in-family,White,0,0,0,40,United-States
50,Local-gov,153064,9,Married-civ-spouse,Exec-managerial,Husband,White,1,5178,0,40,United-States
29,Federal-gov,37933,10,Never-married,Adm-clerical,Unmarried,Black,0,2174,0,40,United-States
47,Private,107682,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,48,United-States
41,Self-emp-inc,99212,9,Separated,Exec-managerial,Unmarried,White,1,0,0,40,United-States
34,Self-emp-not-inc,181087,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
41,Private,306495,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States
43,Private,199191,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,50,United-States
57,,199114,6,Separated,,Not-in-family,White,1,0,0,30,United-States
35,Federal-gov,153633,10,Never-married,Other-service,Unmarried,Black,0,0,0,40,United-States
44,Private,187720,11,Never-married,Craft-repair,Unmarried,White,1,0,0,40,United-States
26,Private,456618,9,Never-married,Other-service,Not-in-family,White,1,0,0,40,Mexico
59,Self-emp-inc,133201,3,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,Italy
62,Private,91433,6,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,United-States
29,Private,358124,9,Never-married,Other-service,Other-relative,Black,0,0,0,52,United-States
44,Federal-gov,161240,9,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States
58,Private,473836,4,Widowed,Farming-fishing,Other-relative,White,0,0,0,45,Guatemala
43,Private,345789,13,Married-civ-spouse,Prof-specialty,Wife,White,0,15024,0,50,United-States
45,Private,738812,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,46,United-States
30,Private,165686,13,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States
56,Private,295067,13,Never-married,Exec-managerial,Not-in-family,White,1,14084,0,45,United-States
47,Private,387468,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,Scotland
40,Private,222011,14,Never-married,Prof-specialty,Not-in-family,White,0,3325,0,40,United-States
50,Self-emp-not-inc,401118,9,Married-civ-spouse,Craft-repair,Husband,White,1,99999,0,50,United-States
39,Private,35890,12,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
33,Private,554206,10,Never-married,Tech-support,Not-in-family,Black,1,0,0,40,Philippines
61,Private,98350,1,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,1,0,0,40,China
27,Self-emp-not-inc,206889,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,50,United-States
42,Private,106698,10,Divorced,Other-service,Unmarried,White,0,0,0,32,United-States
57,,176897,9,Married-civ-spouse,,Husband,White,1,0,0,60,United-States
32,Private,32732,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
41,State-gov,36999,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,75,United-States
19,Private,150553,10,Never-married,Sales,Own-child,Asian-Pac-Islander,0,0,0,18,Philippines
51,Private,293802,3,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,52,United-States
28,Private,196690,11,Never-married,Machine-op-inspct,Not-in-family,White,0,0,1669,42,United-States
35,Self-emp-not-inc,278632,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
36,Private,43712,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
37,Private,278576,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,60,United-States
38,Private,111499,9,Married-civ-spouse,Sales,Husband,White,1,0,1977,99,United-States
28,,201844,9,Separated,,Unmarried,White,0,0,0,40,Mexico
34,Private,195860,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
43,Private,149909,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,42,United-States
27,Private,401723,9,Never-married,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States
58,Private,281792,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
35,Private,29145,11,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,United-States
26,Private,162302,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,1,0,0,40,Philippines
41,Private,121718,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Italy
26,Private,330695,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
34,Private,176711,9,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States
51,Private,189511,11,Married-civ-spouse,Other-service,Husband,White,1,0,0,50,Germany
36,Private,115700,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
29,Private,247445,9,Divorced,Sales,Not-in-family,White,1,0,0,45,United-States
42,Private,145711,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1902,50,United-States
57,Private,160275,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,United-States
45,Private,26781,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,1,0,0,8,United-States
22,Private,208946,10,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States
45,Private,44791,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States
35,Private,422933,13,Never-married,Other-service,Not-in-family,White,1,0,0,37,United-States
32,Private,292592,9,Never-married,Other-service,Own-child,White,0,0,0,35,United-States
55,Private,143266,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,Hungary
29,Private,174163,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
27,Local-gov,298510,9,Divorced,Protective-serv,Own-child,White,1,0,0,40,United-States
25,Private,193820,14,Never-married,Prof-specialty,Own-child,White,0,0,0,35,United-States
52,Private,143953,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1902,40,United-States
37,Private,202683,10,Married-civ-spouse,Sales,Husband,White,1,0,0,48,United-States
31,Federal-gov,166626,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
51,Private,252903,6,Married-civ-spouse,Sales,Husband,White,1,0,1977,40,United-States
19,Federal-gov,255921,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,20,England
35,Self-emp-inc,184655,9,Married-civ-spouse,Sales,Husband,White,1,0,0,62,United-States
29,Private,186624,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,40,Cuba
45,Private,151518,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
19,Private,339123,10,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States
33,Private,69251,11,Never-married,Sales,Own-child,Asian-Pac-Islander,1,0,0,40,Philippines
26,Federal-gov,48099,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
34,Private,154548,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,38,United-States
41,Self-emp-not-inc,233130,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,Mexico
58,Private,275859,9,Widowed,Craft-repair,Unmarried,White,1,8614,0,52,Mexico
27,Private,127796,3,Never-married,Farming-fishing,Not-in-family,White,1,0,0,35,Mexico
33,Self-emp-not-inc,199539,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,65,United-States
34,Private,117444,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,65,United-States
60,Private,82388,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,38,United-States
42,Private,97142,4,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States
50,Self-emp-inc,121441,7,Never-married,Exec-managerial,Other-relative,White,1,0,2444,40,United-States
44,Private,224658,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
45,Private,165937,9,Divorced,Transport-moving,Own-child,White,1,0,0,60,United-States
79,Private,120707,16,Married-civ-spouse,Prof-specialty,Husband,White,1,20051,0,35,El-Salvador
29,Private,109621,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
17,Private,242718,7,Never-married,Sales,Own-child,White,1,0,0,12,United-States
43,Private,220609,10,Divorced,Tech-support,Not-in-family,White,0,0,0,50,United-States
50,Self-emp-inc,101094,14,Married-civ-spouse,Sales,Husband,White,1,0,0,55,United-States
23,,263899,9,Never-married,,Own-child,Black,1,0,0,12,England
42,Self-emp-not-inc,214242,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1902,50,United-States
27,Private,293828,9,Never-married,Other-service,Not-in-family,Black,0,0,0,40,Jamaica
33,Private,578701,13,Married-civ-spouse,Exec-managerial,Husband,Black,1,0,0,40,
17,Private,309504,6,Never-married,Sales,Unmarried,White,0,0,0,24,United-States
67,Self-emp-not-inc,123393,9,Married-civ-spouse,Transport-moving,Husband,White,1,6418,0,58,United-States
46,Local-gov,222115,13,Divorced,Adm-clerical,Not-in-family,White,0,99999,0,40,United-States
33,Private,477106,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,United-States
25,Private,129784,10,Never-married,Other-service,Own-child,White,0,0,0,40,United-States
31,Private,182237,6,Separated,Transport-moving,Unmarried,White,1,0,0,40,United-States
17,,148769,9,Never-married,,Own-child,Black,1,0,0,40,United-States
64,Private,59829,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,25,France
46,Private,251243,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
55,Private,125000,14,Divorced,Exec-managerial,Unmarried,White,1,0,0,40,United-States
39,Private,81487,10,Divorced,Exec-managerial,Unmarried,White,0,0,625,40,United-States
63,Local-gov,214143,13,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,Cuba
40,Private,236021,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States
60,Private,106850,6,Divorced,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States
22,Private,153516,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States
47,Self-emp-not-inc,180446,10,Married-civ-spouse,Tech-support,Husband,Black,1,0,0,40,United-States
17,Private,217342,6,Never-married,Sales,Own-child,White,0,0,0,5,United-States
25,Private,204536,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,35,United-States
19,Private,120277,9,Never-married,Other-service,Not-in-family,White,0,0,0,30,United-States
27,Private,261375,13,Never-married,Adm-clerical,Own-child,Black,0,0,0,40,United-States
54,Private,260052,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
19,Private,265576,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,50,United-States
33,Private,190511,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,30,United-States
22,State-gov,124942,10,Never-married,Other-service,Own-child,White,1,0,0,45,United-States
43,Federal-gov,56063,13,Married-civ-spouse,Sales,Husband,White,1,0,0,60,United-States
62,Private,123411,4,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,53,United-States
24,Private,330571,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,United-States
66,Private,166461,7,Married-civ-spouse,Sales,Husband,White,1,0,0,26,United-States
51,Self-emp-not-inc,24790,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,99,United-States
48,Private,395368,10,Divorced,Handlers-cleaners,Other-relative,Black,1,0,0,40,United-States
50,Private,157043,7,Divorced,Other-service,Not-in-family,Black,0,0,0,40,United-States
31,Private,115488,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States
40,Private,33331,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,United-States
26,Private,111243,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,35,United-States
21,Private,231866,11,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States
58,Private,284834,12,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
38,Private,296212,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
21,Self-emp-not-inc,304602,11,Never-married,Farming-fishing,Own-child,White,1,0,0,98,United-States
46,Private,195833,13,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,
51,,175985,9,Married-civ-spouse,,Husband,White,1,0,0,40,United-States
19,Private,278915,8,Never-married,Handlers-cleaners,Own-child,Black,0,0,0,52,United-States
50,Federal-gov,111700,14,Never-married,Exec-managerial,Not-in-family,White,0,0,0,50,United-States
